"raw_character_text","spoken_words" 
"Phoebe:"," Oh, okay. Listen, thanks for everything, Mon.
"
"Monica:"," You're welcome.
"
"Monica:"," Hate that guy! (Throws another cookie)
"
"Joey:"," Night, you guys.
"
"Chandler:"," Oh look, it's the woman we ordered.
"
"Joey:"," Hey. Can, uh, can we help you?
"
"Joey:"," I'm Joey Tribbiani.
"
"Chandler:"," Uh, Joey's having an embolism, but I'd go for a Nip, y'know?
"
"Chandler:"," Joey, if I go first, I wanna be looking for my keys.
"
"Joey:"," Dad, Ronni's here.
"
"Chandler:"," So, who's up for a big game of Kerplunk?
"
"Joey:"," Who-ah-ho.
"
"Joey:"," No you won't.
"
"Joey:"," If you go to a hotel you'll be...doing stuff. I want you right here where I can keep an eye on you.
"
"Joey:"," That's right, mister, and I don't care how old you are, as long as you're under my roof you're gonna live by my rules. And that means no sleeping with your girlfriend.
"
"Joey:"," Now dad, you'll be in my room, Ronni uh, you can stay in Chandler's room.
"
"Chandler:"," C'mon, I'll show you to my room. ...That sounds so weird when it's not followed by ""No thanks, it's late.""
"
"Joey:"," Okay. Now this is just for tonight. Starting tomorrow, you gotta make a change. This has gone on long enough.
"
"Joey:"," Well, either you break it off with Ronni
"
"Joey:"," Then you gotta come clean with Ma! This is not right!
"
"Joey:"," I don't wanna hear it! Now go to my room!
"
"Chandler:"," Hey, Kicky. What're you doing?
"
"Joey:"," Just trying to get comfortable. I can't sleep in my underwear.
"
"Chandler:"," Well, you're gonna.
"
"Joey:"," I've been thinking. Y'know, about how I'm always seeing girls on top of girls...
"
"Chandler:"," Are they end to end, or tall like pancakes?
"
"Joey:"," Y'know what I mean, about how I'm always going out with all these women. And I always figured, when the right one comes along, I'd be able to be a stand-up guy and go the distance, y'know? Now I'm looking at my dad, thinking...
"
"Chandler:"," Hey, you're not him. You're you. When they were all over you to go into your father's pipe-fitting business, did you cave?
"
"Joey:"," No.
"
"Chandler:"," No. You decided to go into the out-of-work actor business. Now that wasn't easy, but you did it! And I'd like to believe that when the right woman comes along, you will have the courage and the guts to say ""No thanks, I'm married.""
"
"Joey:"," You really think so?
"
"Chandler:"," Yeah. I really do.
"
"Joey:"," Thanks, Chandler. (Snuggles up to him)
"
"Chandler:"," Get off!
"
"Monica:"," Hi...May I help you?
"
"Monica:"," Okay...who are you?
"
"Monica:"," Oh, c'mon in.
"
"Rachel:"," Hi, I'm Rachel.
"
"Rachel:"," Bathroom's up there.
"
"Rachel:"," Hey, listen, Ronni, how long would you say Chandler's been in the shower?
"
"Rachel:"," Perfect. Fasten your seatbelts, it's peepee time. (She goes into Joey and Chandler's apartment, where Mr. Tribbiani is reading the paper) Hey, Mr. Trib.
"
"Rachel:"," Chandler Bing? It's time to see your thing.
"
"Joey:"," (Runs out in a towel) What's the matter with you?!
"
"Rachel:"," I thought it was Chandler!
"
"Chandler:"," (Comes out of his room) What? What?
"
"Rachel:"," You were supposed to be in there so I could see your thing!
"
"Chandler:"," Sorry, my my thing was in there with me.
"
"Phoebe:"," Hey.
"
"Monica:"," How's it going?
"
"Phoebe:"," Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys.
"
"Phoebe:"," So what's going on?
"
"Monica:"," Nothing, um, it's just, um... It's Roger.
"
"Ross:"," I dunno, there's just something about...
"
"Chandler:"," Basically we just feel that he's...
"
"Rachel:"," We hate that guy.
"
"Ross:"," We're sorry, Pheebs, we're sorry.
"
"Phoebe:"," Uh-huh. Okay. Okay, don't you think, maybe, though, it's just that he's so perceptive that it freaks you out?
"
"Rachel:"," We're sorry.
"
"Joey:"," Ma! What're you doing here?
"
"Joey:"," Oww! Big ring!
"
"Joey:"," Hold on, you-you knew?
"
"Joey:"," So then how could you I mean, how could you?!
"
"Joey:"," Ma, I don't mean to be disrespectful, but... what the hell are you talking about?! I mean, what about you?
"
"Joey:"," I'm...happy...for you?
"
"Joey:"," Ma, I'm sorry. I just did what I thought you'd want.
"
"Joey:"," Yeah. You're ten times prettier than she is.
"
"Joey:"," With this ring? (Her engagement ring.) No contest.
"
"Phoebe:"," Nothing, nothing.
"
"Phoebe:"," It's, I mean, it's nothing, I'm fine. It's my friends. They-they have a liking problem with you. In that, um, they don't.
"
"Phoebe:"," But they don't see all the wonderfulness that I see. They don't see all the good stuff and all the sweet stuff. They just think you're a little...
"
"Phoebe:"," Intense and creepy.
"
"Phoebe:"," But I don't. Me, Phoebe.
"
"Phoebe:"," You're not? See, that's why you're so great!
"
"Monica:"," So you talked to your dad, huh.
"
"Joey:"," Yeah. He's gonna keep cheating on my ma like she wanted, she's gonna keep pretending she doesn't know even though she does, and my little sister Tina can't see her husband any more because he got a restraining order...which has nothing to do with anything except that I found out today.
"
"Rachel:"," Wow.
"
"Chandler:"," Things sure have changed here on Waltons mountain.
"
"Ross:"," So Joey, you okay?
"
"Joey:"," Yeah, I guess. It's just parents, after a certain point, you gotta let go. Even if you know better, you've gotta let them make their own mistakes.
"
"Rachel:"," Just think, in a couple of years we get to turn into them.
"
"Chandler:"," If I turn into my parents, I'll either be an alcoholic blond chasing after twenty-year-old boys, or... I'll end up like my mom.
"
"Phoebe:"," (entering) Hey.
"
"Monica:"," How's it going?
"
"Phoebe:"," Oh, okay, except I broke up with Roger.
"
"Phoebe:"," Yeah, right.
"
"Rachel:"," What happened?
"
"Phoebe:"," I don't know, I mean, he's a good person, and he can be really sweet, and in some ways I think he is so right for me, it's just... I hate that guy!
"
"Phoebe:"," Hey, Joey. What's going on?
"
"Joey:"," Clear the tracks for the boobie payback express. Next stop: Rachel Green. (He goes into the bathroom. We hear a scream and he comes out, closely followed by Monica in a towel)
"
"Monica:"," Joey!! What the hell were you doing?!
"
"Joey:"," Sorry. Wrong boobies.
"
"Monica:"," Hello, Joey.
"
"Joey:"," I'm tellin' you Ross, she wants you.
"
"Ross:"," She barely knows me. We just live in the same building.
"
"Chandler:"," Any contact?
"
"Ross:"," She lent me an egg once.
"
"Joey:"," You're in!
"
"Ross:"," Aw, right.
"
"Ross:"," Hey. (stutters something incoherent)
"
"Chandler:"," Come on, Ross, you gotta get back in the game here, ok? The Rachel thing's not happening, your ex-wife is a lesbian—I don't think we need a third...
"
"Joey:"," Excuse me, could we get an egg over here, still in the shell? Thanks.
"
"Ross:"," An egg?
"
"Joey:"," Yeah, you're gonna go up to her and say, ""Here's your egg back, I'm returning your egg.""
"
"Chandler:"," I think it's winning.
"
"Ross:"," I think it's insane.
"
"Chandler:"," She'll love it. Go with the egg, my friend.
"
"Joey:"," Think it'll work?
"
"Chandler:"," No, it's suicide. The man's got an egg.
"
"Monica:"," You can not do this.
"
"Rachel:"," Do what, do what?
"
"Monica:"," Roger wants to take her out tomorrow night.
"
"Rachel:"," No! Phoebes! Don't you remember why you dumped the guy?
"
"Phoebe:"," 'Cause he was creepy, and mean, and a little frightening... alright, still, it's nice to have a date on Valentine's Day!
"
"Monica:"," But Phoebe, you can go out with a creepy guy any night of the year. I know I do.
"
"Rachel:"," Well, what are you guys doing tomorrow night?
"
"Joey:"," Actually, tomorrow night kinda depends on how tonight goes.
"
"Chandler:"," Oh, uh, listen, about tonight...
"
"Joey:"," No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend.
"
"Chandler:"," Yes, I know, but her friend sounds like such a...
"
"Joey:"," Pathetic mess? I know, but—come on, man, she's needy, she's vulnerable. I'm thinkin', cha-ching! (Rachel throws a roll at Joey. He picks it up and eats it.) Thanks. Look, you have not been out with a woman since Janice. You're doin' this.
"
"Ross:"," Hi. She said yes.
"
"Chandler:"," Yes! Way to go, man! (Chandler and Ross hug. Something crunches in Ross' shirt pocket.) Still got the egg, huh?
"
"Joey:"," (Looking at himself in the reflection on a knife) How do I look?
"
"Chandler:"," Oh, uh, I... don't... care. (Joey's date shows up) Ok, now, remember, no trading. You get the pretty one, I get the mess.
"
"Chandler:"," ...And what did you bring?
"
"Chandler:"," Janice?
"
"Chandler:"," (angrily) Hey, it's Janice.
"
"Chandler:"," Ok, I'm makin' a break for it, I'm goin' out the window.
"
"Joey:"," No, no, no, don't! I've been waitin' for like, forever to go out with Lorraine. Just calm down.
"
"Chandler:"," Calm down? Calm down? You set me up with the woman that I've dumped twice in the last five months!
"
"Joey:"," (at the urinal) Can you stop yellin'? You're makin' me nervous, and I can't go when I'm nervous.
"
"Chandler:"," I'm sorry, I'm sorry, you're right. (gets up right behind Joey and yells in his ear) Come on, do it, do it, go, come on!!!
"
"Rachel:"," Ok, ok, Roger was creepy, but he was nothing compared to Pete Carney.
"
"Monica:"," Which one was Pete Carney?
"
"Rachel:"," Pete the Weeper? Remember that guy who used to cry every time we had sex. (imitating) ""Was it good for you?""
"
"Monica:"," Yeah, well, I'll take a little crying any day over Howard-the-""I-win""-guy. (imitating) ""I win! I win!"" I went out with the guy for two months—I didn't get to win once.
"
"Rachel:"," How did we end up with these jerks? We're good people!
"
"Monica:"," I don't know. Maybe we're some kinda magnets.
"
"Phoebe:"," I know I am. That's why I can't wear a digital watch.
"
"Monica:"," There's more beer, right?
"
"Phoebe:"," Oh! You know my friend Abby who shaves her head? She said that if you want to break the bad boyfriend cycle, you can do like a cleansing ritual.
"
"Rachel:"," Pheebes, this woman is voluntarily bald.
"
"Phoebe:"," Yeah. So, we can do it tomorrow night, you guys. It's Valentine's Day. It's perfect.
"
"Monica:"," Ok, well, what kind of ritual?
"
"Phoebe:"," Ok. We can, um, we can burn the stuff they gave us.
"
"Rachel:"," Or?
"
"Phoebe:"," Or...or we can chant and dance around naked, you know, with sticks.
"
"Monica:"," Burning's good.
"
"Rachel:"," Burning's good. Yeah, I got stuff to burn.
"
"Joey:"," Good for you. (jumps suddenly) Uh, quarters or rolls of quarters?
"
"Chandler:"," That's OK.
"
"Joey:"," (to Lorraine) We can't do that.
"
"Chandler:"," (disgusted) What? What can't you do?
"
"Joey:"," Uh, can I talk to you for a second, over there?
"
"Joey:"," Uh, we might be leaving now.
"
"Chandler:"," Tell me it's ""you and me"" we.
"
"Joey:"," She said she wants to slather my body with stuff and then lick it off. I'm not even sure what slathering is, but I definitely want to be a part of it.
"
"Chandler:"," Ok, you can not do this to me.
"
"Joey:"," You're right, I'm sorry. You're right.
"
"Joey:"," I'm outta here. Here's my credit card. Dinner's on me. I'm sorry, Chandler.
"
"Chandler:"," I hope she throws up on you.
"
"Chandler:"," So...
"
"Chandler:"," Oh, what a crappy night!
"
"Chandler:"," Excuse me. (gets up, jumps up and down while he zips his zipper up... other patrons look at him) How ya doin'?
"
"Chandler:"," Joey's not a friend. He's...a stupid man who left us his credit card. Another drink? Some dessert? A big screen TV?
"
"Chandler:"," You got it. Good woman! (the waiter turns around, it's a man) Could we get a bottle of your most overpriced champagne?
"
"Chandler:"," That's right, each. Oh, and a uh Rob Roy. (to Janice) I've always wanted to know...
"
"Chandler:"," No... no! And yet it did. Good-bye, Janice.
"
"Monica:"," Oh, Chandler, sorry.
"
"Monica:"," Ohhh, Chandler, sorry! Hey, Janice.
"
"Chandler:"," Ok, well, this was very special.
"
"Monica:"," Rach, come see who's out here!
"
"Rachel:"," Oh my god. Janice, hi!
"
"Chandler:"," Janice is gonna go away now.
"
"Monica:"," I'll be right back.
"
"Rachel:"," Oh, Joey, look who it is.
"
"Joey:"," (in disbelief) Whoa.
"
"Chandler:"," Oh, good, Joey's home now.
"
"Monica:"," Oh, hi, Ross. Yeah. There's someone I want you to say hi to. (to Chandler) He just happened to call.
"
"Ross:"," I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.
"
"Ross:"," The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.
"
"Ross:"," If you wanna put a label on it.
"
"Ross:"," Nope, nope, that's it.
"
"Ross:"," Oh, and she's pregnant with my baby. I always forget that part. (to Carol and Susan) Helloo!
"
"Phoebe:"," Ok, so now we need, um sage branches and the sacramental wine.
"
"Monica:"," All I have is, is oregano and a Fresca.
"
"Phoebe:"," Um, that's ok! (throws it in fire) Ok. All right. Now we need the semen of a righteous man.
"
"Rachel:"," Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place.
"
"Monica:"," Can we just start throwing things in?
"
"Phoebe:"," Ok, yeah, ok. (she throws the directions in) Oh, OK.
"
"Rachel:"," (tossing things in the fire) Ok, Barry's letters. Adam Ritter's boxer shorts.
"
"Phoebe:"," Ok, and I have the, uh receipt for my dinner with Nokululu Oon Ah Ah.
"
"Monica:"," Look, here's a picture of Scotty Jared naked.
"
"Rachel:"," (looking at picture) Hey he's wearing a sweater.
"
"Monica:"," No.
"
"Rachel:"," And here we have the last of Paulo's grappa.
"
"Monica:"," Hey, Rachel, isn't that stuff almost pure...
"
"Chandler:"," How can I dump this woman on Valentine's day?
"
"Joey:"," I don't know. You dumped her on New Year's.
"
"Chandler:"," Oh, man. In my next life, I'm coming back as a toilet brush.
"
"Chandler:"," Hi, Just Janice.
"
"Joey:"," (to Chandler) If you don't do it, I will.
"
"Ross:"," So, um, what do you do for a living?
"
"Ross:"," Now that is funny. Hey, do you think...would it be too weird if I invited Carol over to join us? 'Cause she's, she's alone now, and pregnant, and, and sad.
"
"Ross:"," Are you sure? Great. Carol? Wanna come over and join us?
"
"Ross:"," Come on. These people'll scooch down. You guys'll scooch, won't you? Let's try scooching! Come on. Come on. Uh, Kristen Riggs, this is Carol Willick. Carol, Kristin. Uh, Carol teaches sixth grade. And, Kristin, Kristin...(struggling)...does something that, funnily enough, wasn't even her major!
"
"Monica:"," You know, it's a really funny story how this happened.
"
"Rachel:"," Really?
"
"Chandler:"," Is it loaded? Oh, little candy hearts. (reading the candy) Chan and Jan Forever.
"
"Chandler:"," Ok, Janice. Janice. Hey, Janice. Look, there's no way for me to tell you this. At least there's no new way for me to tell you this. I just don't things are gonna work out.
"
"Chandler:"," (surprised) It is?
"
"Chandler:"," Oh no, you see, actually it is.
"
"Chandler:"," Oh, no I don't.
"
"Chandler:"," I did, but...
"
"Chandler:"," Call me!
"
"Ross:"," You did so. I swear, I swear—(noticing Kristin's absence) How long has she been in the bathroom?
"
"Ross:"," Well maybe it's cold in there. Or maybe I screwed up the first date I had in 9 years.
"
"Ross:"," Oh, god. (He puts his head down on the grill) You know, this is still pretty hot. (He picks his head up, and a mushroom sticks to his head. Carol picks it off and eats it.)
"
"Ross:"," No, it's just...you know the whole ""getting on with your life"" thing. Well, do I have to? I mean, I'm sitting here with this cute woman, and, and, and she's perfectly nice, and, but that there's, that's it. And um, and then I'm here talkin' to you, and, and it's easy, and it's fun, and, and I don't, I don't have to...You know, here's a wacky thought. Um, what's say you and I give it another shot? No no no, I know what you're gonna say, you're a lesbian. But what do you say we just put that aside for now you know? Let's just stick a pin in it, ok? Because, we're great together, you know. You can't deny it. Besides, you're carrying my baby. I mean, how perfect is that? But see, you know, you keep sayin' that, but there's somethin' right here. I love you.
"
"Ross:"," No but, no but.
"
"Ross:"," That's easy for you to say, you found one already.
"
"Rachel:"," So, um, will you bring the truck?
"
"Rachel:"," Oh, my god.
"
"Phoebe:"," See, there you go, the cleansing works!
"
"Monica:"," They're nice guys.
"
"Rachel:"," Oh, they're firemen guys.
"
"Rachel:"," (to Joey) Coffee. (Hands it to him.)
"
"Joey:"," Thank you.
"
"Rachel:"," (to Ross) Cappuccino. (Hands it to him.)
"
"Ross:"," Grazie.
"
"Rachel:"," And a nice hot cider for Monica. (Hands it to her.)
"
"Monica:"," Aww, thank you. (Notices something.) Uh Rach?
"
"Rachel:"," Yeah?
"
"Monica:"," Why does my cinamon stick have an eraser?
"
"Rachel:"," Oh! That's why. (Rachel checks behind her ear, and finds a cinamon stick.) I'm sorry!
"
"Chandler:"," Mrs. Tedlock. You're looking lovely today. And may I say, that is a very flattering sleeve length on you.
"
"Chandler:"," Oh, listen. If this is about those prank memos, I had nothing to do with them. Really. Nothing at all. Really. (Chandler tries to hide a rubber chicken from the woman.) Nothing.
"
"Phoebe:"," Hey you guys! Chandler's coming and he says he has, like, this incredible news, so when he gets here, we could all act like, you know...
"
"Chandler:"," Hey!
"
"Phoebe:"," Never mind. But it was going to be really good.
"
"Ross:"," What's going on?
"
"Chandler:"," So, it's a typical day at work. I'm inputting my numbers, and big Al calls me into his office and tells me he wants to make me processing supervisor.
"
"Chandler:"," So.... I quit.
"
"Chandler:"," Why? This was supposed to be a temp job!
"
"Monica:"," Yeah, Chandler... you've been there for five years.
"
"Chandler:"," If I took this promotion, it'd be like admitting that this is what I actually do.
"
"Phoebe:"," So was it a lot more money?
"
"Chandler:"," It doesn't matter. I just don't want to be one of those guys that's in his office until twelve o'clock at night worrying about the WENUS.
"
"Rachel:"," ... the WENUS?
"
"Chandler:"," Weekly Estimated Net Usage Systems. A processing term.
"
"Rachel:"," (sarcastic) Oh. That WENUS.
"
"Joey:"," So what're you going to do?
"
"Chandler:"," I don't know. That's the thing. I don't know what I want to do. I just know I'm not going to figure it out working there.
"
"Phoebe:"," Oooh! I have something you can do! I have this new massage client... Steve? (pause) Anyway, he's opening up a restaurant and he's looking for a head chef.
"
"Monica:"," (taps Phoebe on her shoulder) Um... hi there.
"
"Phoebe:"," Hi! (turns back to Chandler, then to Monica) Oh, yeah, no, I know. You're a chef. I know, and I thought of you first, but um, Chandler's the one who needs a job right now, so....
"
"Chandler:"," Yeah... I just don't have that much cheffing experience. Unless it's an all-toast restaurant.
"
"Phoebe:"," (to Monica's tapping) Yeah, yeah!
"
"Monica:"," Well, what kind of food is he looking for?
"
"Phoebe:"," Well, he wants to do some ecclectic, so he's looking for someone who can, you know, create the entire menu.
"
"Monica:"," (excited) Oh my God!
"
"Phoebe:"," Yeah, I know! (turns to Chandler) So, what do you think?
"
"Chandler:"," Thanks, Phoebe. But I just don't really see myself in a big white hat.
"
"Phoebe:"," OK. (pause) Oh Monica! Guess what!
"
"Chandler:"," Can you see my nipples through this shirt?
"
"Rachel:"," No. But don't worry, I'm sure they're still there.
"
"Phoebe:"," Where are you going, Mr. Suity-Man?
"
"Chandler:"," Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo. (pause) I added the ""a-gogo.""
"
"Rachel:"," Career counselor?
"
"Chandler:"," Hey, you guys all know what you want to do.
"
"Rachel:"," I don't!
"
"Chandler:"," Hey, you guys in the living room all know what you want to do. You know, you have goals. You have dreams. I don't have a dream.
"
"Ross:"," Ah, the lesser-known ""I don't have a dream"" speech.
"
"Monica:"," Oh, I love my life, I love my life!
"
"Phoebe:"," Ooh! Brian's Song!
"
"Rachel:"," The meeting with the guy went great?
"
"Monica:"," So great! He showed me where the restaurant's going to be. It's this, it's this cute little place on 10th Street. Not too big, not too small. Just right.
"
"Chandler:"," Was it formerly owned by a blonde woman and some bears?
"
"Monica:"," So anyway, I'm cooking dinner for him Monday night. You know, kind of like an audition. And Phoebe, he really wants you to be here, which will be great for me because then you can 'ooh' and 'ahh' and make yummy noises.
"
"Rachel:"," What are you going to make?
"
"Phoebe:"," (as though Rachel wasn't paying attention) Yummy noises.
"
"Rachel:"," (pause) And Monica, what are you going to make?
"
"Monica:"," I don't know. I don't know. It's just going to be so great!
"
"Phoebe:"," Ooh! I know what you could make! (runs over to join Monica and Rachel in the kitchen) I know! Oh, you should definitely make that thing... you know, with the stuff? (Monica doesn't know.) You know, that thing... with the stuff...? OK, I don't know. (sits down)
"
"Ross:"," Hey guys, does anybody know a good date place in the neighborhood?
"
"Joey:"," How about Tony's? If you can finish a 32-ounce steak, it's free.
"
"Ross:"," OK, ahem, hey, does anybody know a good place if you're not dating a puma?
"
"Chandler:"," Who are you going out with?
"
"Phoebe:"," Oh, is this the bug lady?
"
"Rachel:"," (trying to sound like a bug) Bzzzz.... I love you, Ross.
"
"Ross:"," Her name is Celia. She's not a bug lady. She's curator of insects at the museum.
"
"Rachel:"," So what are you guys going to do?
"
"Ross:"," Oh, I just thought we could go out to dinner, and then maybe bring her back to my place and I'd introduce her to my monkey.
"
"Chandler:"," And he's not speaking metaphorically.
"
"Joey:"," (aside to Ross) So.... back to your place...you thinking, maybe... (gestures with hands, back and forth) huh-huh?
"
"Ross:"," Well, I don't know.... (gestures) huh-huh.... but I'm hoping (gestures) huh-huh.
"
"Joey:"," I'm telling you, that monkey is a chick magnet! She's going to take one look at his furry, cute little face and it'll seal the deal.
"
"Ross:"," Celia, don't worry!  Don't scream!  He's not going to hurt you! Soothing tones, Celia. Soothing tones! Marcel...
"
"Ross:"," Alright... (lifts Marcel away)
"
"Monica:"," (to Joey) OK, try this salmon mousse.
"
"Joey:"," (tasting) Mmmm. Good.
"
"Monica:"," Is it better than the other salmon mousse?
"
"Joey:"," It's creamier.
"
"Monica:"," Yeah, well, is that better?
"
"Joey:"," I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know?
"
"Rachel:"," My God! What happened to you?
"
"Chandler:"," Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn? (he taps the results and reads them) ""You are ideally suited for a career in data processing for a large multinational corporation.""
"
"Phoebe:"," That's so great! 'Cause you already know how to do that!
"
"Chandler:"," Can you believe it? I mean, don't I seem like somebody who should be doing something really cool? You know, I just always pictured myself doing something...something.
"
"Rachel:"," (comes up and rubs him on the chest) Oh Chandler, I know, I know... oh, hey! You can see your nipples through this shirt!
"
"Monica:"," (brings a plate of tiny appetizers over) Here you go, maybe this'll cheer you up.
"
"Chandler:"," Ooh, you know, I had a grape about five hours ago, so I'd better split this with you.
"
"Monica:"," It's supposed to be that small. It's a pre-appetizer. The French call it an amouz-bouche.
"
"Chandler:"," (tastes it) Well.... it is amouz-ing...
"
"Monica:"," (on phone) Hello? (Listens) Oh, hi Wendy! (Listens) Yeah, eight o'clock. (Listens) What did we say? Ten dollars an hour?... (Listens) OK, great. (Listens) All right, I'll see you then. Bye. (hangs up)
"
"Phoebe:"," Ten dollars an hour for what?
"
"Monica:"," Oh, I asked one of the waitresses at work if she'd help me out.
"
"Rachel:"," (hurt) Waitressing?
"
"Joey:"," Uh-oh.
"
"Monica:"," Well... of course I thought of you! But... but...
"
"Rachel:"," But, but?
"
"Monica:"," But, you see, it's just... this night has to go just perfect, you know? And, well, Wendy's more of a... professional waitress.
"
"Rachel:"," Oh! I see. And I've sort of been maintaining my amateur status so that I can waitress in the Olympics.
"
"Chandler:"," You know, I don't mean to brag, but I waited tables at Innsbruck in '76. (dead silence) Amouz-bouche? (holds out tray)
"
"Ross:"," OK.... um, a weird thing happened to me on the train this morning...
"
"Ross:"," (embarrassed) Wha... what, here?
"
"Ross:"," Ah....
"
"Ross:"," (panicked) Er.... um.....
"
"Ross:"," Um... uh.... vulva.
"
"Joey:"," (in disbelief) Vulva?
"
"Ross:"," Alright, I panicked, alright? She took me by surprise. You know, but it wasn't a total loss. I mean, we ended up cuddling.
"
"Joey:"," (sarcastic) Whoaa!! You cuddled? How many times??
"
"Ross:"," Shut up! It was nice. I just... I don't think I'm the dirty-talking kind of guy, you know?
"
"Joey:"," What's the big deal? You just say what you want to do to her. Or what you want her to do to you. Or what you think other people might be doing to each other. I'll tell you what. Just try something on me.
"
"Ross:"," (deadpan) Please be kidding.
"
"Joey:"," Why not? Come on! Just, just close your eyes and tell me what you'd like to be doing right now.
"
"Ross:"," OK. (closes eyes) I'm in my apartment...
"
"Joey:"," ....yeah... what else?
"
"Ross:"," That's it. I'm in my apartment, you're not there, we're not having this conversation. (gets up, walks across room)
"
"Joey:"," (walks to catch up to him) Alright, look, I'll start, OK?
"
"Ross:"," Joey, please.
"
"Joey:"," Come on. Come on. Alright, ready, look! (in a low voice) Oh... Ross.... you get me so hot. I want your lips on me now.
"
"Ross:"," (impressed) Wow.
"
"Joey:"," Alright, now you say something.
"
"Ross:"," I... ahem... I really don't think so.
"
"Joey:"," Come on! You like this woman, right?
"
"Ross:"," Yeah.
"
"Joey:"," You want to see her again, right?
"
"Ross:"," Sure.
"
"Joey:"," Well if you can't talk dirty to me, how're you going to talk dirty to her? Now tell me you want to caress my butt!
"
"Ross:"," OK, turn around. (Joey looks taken aback) I just don't want you staring at me when I'm doing this.
"
"Joey:"," (turning around) Alright, alright. I'm around. Go ahead.
"
"Ross:"," Ahem... I want.... OK, I want to... feel your... hot, soft skin with my lips.
"
"Joey:"," There you go! Keep going. Keep going!
"
"Ross:"," I, er...
"
"Ross:"," I want to take my tongue... and...
"
"Ross:"," ....and....
"
"Joey:"," Say it... say it!
"
"Ross:"," ...run it all over your body until you're... trembling with... with...
"
"Chandler:"," (smiling)....with??
"
"Ross:"," (rushing to explain) Funny story!
"
"Joey:"," You're not going to believe this!
"
"Chandler:"," It's OK. It's OK. I was always rooting for you two kids to get together.
"
"Joey:"," Hey Chandler, while you were sleeping that guy from your old job called again.
"
"Chandler:"," Again?
"
"Joey:"," And again, and again, and again... (phone rings, he answers) Hello? (hands phone to Chandler) And again.
"
"Chandler:"," (on phone) Hey Mr. Kostelic! How's life on the fifteenth floor? (Listens) Yeah, I miss you too. (Listens) Yeah, it's a lot less satisfying to steal pens from your own home, you know? (Listens) Well, that's very generous (Listens) er, but look, this isn't about the money. I need something that's more than a job. I need something I can really care about.... (Listens) And that's on top of the yearly bonus structure you mentioned earlier? (Listens) Look, Al, Al... I'm not playing hardball here, OK? This is not a negotiation, this is a rejection! (Listens) No! No! No, stop saying numbers! I'm telling you, you've got the wrong guy! You've got the wrong guy! (Listens) I'll see you on Monday! (slams the phone down)
"
"Chandler:"," Well?
"
"Phoebe:"," (excited) Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube.
"
"Chandler:"," Look at this! (he opens the curtain to a view of New York City)
"
"Phoebe:"," Oh! You have a window!
"
"Chandler:"," Yes indeedy! (they look outside) With a beautiful view of...
"
"Phoebe:"," Oh look! That guy's peeing!
"
"Chandler:"," (walks away from window) OK, that's enough of the view. Check this out, look at this. Sit down, sit down.
"
"Phoebe:"," (sitting) OK.
"
"Chandler:"," This is great! (he presses a button on his intercom) Helen, could you come in here for a moment?
"
"Chandler:"," Thank you Helen, that'll be all.
"
"Chandler:"," Last time I do that, I promise.
"
"Monica:"," (shouting on phone) Wendy, we had a deal! (Listens) Yeah, you promised! Wendy! Wendy! Wendy! (hangs up)
"
"Rachel:"," Who was that?
"
"Monica:"," Wendy bailed. I have no waitress.
"
"Rachel:"," Oh... that's too bad. Bye bye. (she walks away towards the door)
"
"Monica:"," Ten dollars an hour.
"
"Rachel:"," No.
"
"Monica:"," Twelve dollars an hour.
"
"Rachel:"," Mon. I wish I could, but I've made plans to walk around.
"
"Monica:"," You know, Rachel, when you ran out of your wedding, I was there for you. I put a roof over your head, and if that means nothing to you... (Rachel isn't buying it, desperate) twenty dollars an hour.
"
"Rachel:"," Done.
"
"Rachel:"," Well hello! Welcome to Monica's. May I take your coat?
"
"Monica:"," Hi Steve!
"
"Monica:"," (to Steve) This is Rachel.
"
"Phoebe:"," (overemphasizing) Mmmmmm! Everything smells so delicious! You know, I can't remember a time I smelt such a delicious combination of (Monica signals her to stop) of, OK, smells.
"
"Monica:"," Oh, thank you. Would you like a tour?
"
"Rachel:"," What's up?
"
"Phoebe:"," (whispers) In the cab, on the way over, Steve blazed up a doobie.
"
"Rachel:"," What?
"
"Phoebe:"," Smoked a joint? You know, lit a bone? Weed? Hemp? Ganja?
"
"Rachel:"," OK, OK. I'm with you, Cheech. OK.
"
"Rachel:"," Let me, let me get you some wine!
"
"Monica:"," Yeah, I think we're ready for our first course. (Steve sits, Monica brings over a tray) OK, um, these are rot-shrimp ravioli, and celantro pondou sauce... (Steve starts to eat them one by one, quickly)... with just a touch of mints... and... (he finishes)... ginger.
"
"Monica:"," I'm so glad you liked them!
"
"Monica:"," Oh, well... um, that's all there are of these. But in about eight and a half minutes, we'll be serving some delicious onion tartlets.
"
